establecimiento_id;establecimiento_nombre_comercial;establecimiento_grupo;direccion;direccion_isla_nombre;direccion_provincia_nombre;direccion_municipio;direccion_localidad;direccion_codigo_postal;longitud;latitud
B-35-1-0000156;Mercado;Bar-Cafeteria;C/ Poeta Pablo Neruda, Nº 003,  Mercado Municipal De Telde, Exterior;Gran Canaria;Palmas (Las);Telde;_U;35200;-15.412592;27.998209
B-35-1-0000170;Alvama;Bar-Cafeteria;General Vives, 062 Loc. A-Dcha.;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35007;-15.419199;28.111077
B-35-1-0000177;Tico-Tico;Bar-Cafeteria;Fernando Guanarteme, Nº 077-Esq. Olof Palme, Nº 015,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35010;-15.43683;28.135659
B-35-1-0000184;Hnos. Lantigua E Hijos;Bar-Cafeteria;C/ Zaragoza, Nº 23;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35012;-15.415193;28.096327
B-35-1-0000186;Nino;Bar-Cafeteria;Benecharo, 014 Esq. Calle Anzofé, 077;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35009;-15.423915;28.150514
B-35-1-0000189;Neon Piano Bar;Bar-Cafeteria;Bernardo De La Torre, 87;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35007;-15.419199;28.111077
B-35-1-0000194;Maipez;Bar-Cafeteria;Maipez, 011;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35018;-15.461012;28.071175
B-35-1-0000211;Café Orígenes;Bar-Cafeteria;San Bernardo, 028;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35002;-15.419049;28.105111
B-35-1-0000216;Luciana;Bar-Cafeteria;Practicante Antonio Henriquez, 31;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35018;-15.419199;28.111077
B-35-1-0000217;Hnos.  Arencibia;Bar-Cafeteria;Virgen De Las Angustias, 7;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35013;-15.416002;28.105805
B-35-1-0000219;Roman ;Bar-Cafeteria;Lateral Del Norte , 009 Urb. La Gaviota;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35014;-15.428656;28.105785
B-35-1-0000225;Mayda;Bar-Cafeteria;Mercado De Vegueta, Loc. 002 Em-003 Em,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35001;-15.419199;28.111077
B-35-1-0000227;Chocolateria Montesol;Bar-Cafeteria;Perojo, 3;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35003;-15.419199;28.111077
B-35-1-0000241;Sarten, La;Bar-Cafeteria;Juan De Bethencourt, 026;Gran Canaria;Palmas (Las);Santa Lucia De Tirajana;_U;35110;-15.443486;27.85518
B-35-1-0000242;Verde;Bar-Cafeteria;Carlos I, 004 Bajo-Esq. Artenara;Gran Canaria;Palmas (Las);Santa Lucia De Tirajana;_U;35110;-15.440986;27.855693
B-35-1-0000268;Fataga;Bar-Cafeteria;Canarias (Avda. De), 377;Gran Canaria;Palmas (Las);Santa Lucia De Tirajana;_U;35110;-15.446614;27.842183
B-35-1-0000269;A' Raices;Bar-Cafeteria;Juan Manuel Durán González, 005 Bajo;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35007;-15.42955;28.135566
B-35-1-0000270;El Templo;Bar-Cafeteria;C/ La Fuente;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35002;-15.416182;28.101787
B-35-1-0000271;Piscina, La;Bar-Cafeteria;Princesa Guayarmina, Nº 086,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35009;-15.419199;28.111077
B-35-1-0000275;Cubano;Bar-Cafeteria;San Gregorio, 003;Gran Canaria;Palmas (Las);Telde;_U;35200;-15.417368;27.996236
B-35-1-0000276;Del Pino;Bar-Cafeteria;Avda. Polizón, Nº 072, Loc. A;Gran Canaria;Palmas (Las);Aguimes;_U;35118;-15.395875;27.857754
B-35-1-0000277;Benjamin;Bar-Cafeteria;Parroco Deniz, 10;Gran Canaria;Palmas (Las);Arucas;_U;35400;-15.508884;28.128961
B-35-1-0000287;Cardenas;Bar-Cafeteria;Faro, 049 Esq. Calle Saucillo, 016;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35009;-15.430687;28.150841
B-35-1-0000288;Churreria De Vera;Bar-Cafeteria;Mercado De Vegueta, Loc. 001c-002c-003c (Entrada Por C/ Calvo Sotelo, Nº 002);Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35001;-15.413466;28.102747
B-35-1-0000292;La Portada Bohemia;Bar-Cafeteria;Avda. De Canarias, Nº 177;Gran Canaria;Palmas (Las);Santa Lucia De Tirajana;_U;35110;-15.439727;27.853051
B-35-1-0000299;Toribio;Bar-Cafeteria;Lairaga (Avda.), Nº 067,;Gran Canaria;Palmas (Las);Arucas;_U;34414;-15.534795;28.147225
B-35-1-0000308;Cho Paco;Bar-Cafeteria;C/ Don Pedro Infinito, Nº 125;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35012;-15.419199;28.111077
B-35-1-0000315;De Lola, Los;Bar-Cafeteria;Agustina De Aragon, Nº 050,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35012;-15.419199;28.111077
B-35-1-0000323;Peñate;Bar-Cafeteria;Espíritu Santo, 007 Esq. Calle Blasco Ibáñez, 005;Gran Canaria;Palmas (Las);Telde;_U;35212;-15.393108;27.993412
B-35-1-0000328;Laiba Doner Kebab;Bar-Cafeteria;C/ Virgen De Lourdes, Nº 008, Loc. Izqdo.;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35013;-15.419199;28.111077
B-35-1-0000334;El Teteo;Bar-Cafeteria;C/ Doctor Grau Bassas, Nº 039, Loc. Bajo;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35007;-15.435892;28.139575
B-35-1-0000346;Santana;Bar-Cafeteria;Cambalud (Ctra. Gral.), 001;Gran Canaria;Palmas (Las);Firgas;_U;35432;-15.544716;28.12909
B-35-1-0000349;Ruiseñor, El;Bar-Cafeteria;Calzada Lateral Del Norte, Nº 030,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35013;-15.419199;28.111077
B-35-1-0000356;Manila Bar Karaoke;Bar-Cafeteria;Luis Morote, 019 (Plta. Sótano);Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35007;-15.419199;28.111077
B-35-1-0000360;Pollo Frito Chn;Bar-Cafeteria;C/ General Vives, Nº 064;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35007;-15.431306;28.139281
B-35-1-0000379;Piscolabis Alberto;Bar-Cafeteria;San Jose Artesano, 12;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35015;-15.470834;28.101682
B-35-1-0000383;Ca'Paco-Bar Drink Team;Bar-Cafeteria;Montevideo, Nº 002-Loc. 008,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35007;-15.429945;28.136474
B-35-1-0000388;Corderita, La;Bar-Cafeteria;Juan Carlos I, 015;Gran Canaria;Palmas (Las);Valsequillo De Gran Canaria;_U;35217;-15.497229;27.99139
B-35-1-0000405;Erika;Bar-Cafeteria;Castrillo, 10;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35004;-15.419199;28.111077
B-35-1-0000416;Bar Rueda;Bar-Cafeteria;Molino De Viento, Nº 048 (Bajo Izqda.),;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35004;-15.422576;28.115326
B-35-1-0000419;"Salmón Food &Amp; Drinks";Bar-Cafeteria;Plazoleta De Farray, Nº 004, Loc. Drcha. E Izqda.;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35010;-15.43548;28.137309
B-35-1-0000423;La Choza Del Papeo;Bar-Cafeteria;Plaza De La Constitución, Nº 004;Gran Canaria;Palmas (Las);Arucas;_U;35400;-15.524508;28.119168
B-35-1-0000427;Rincon De Vero, El;Bar-Cafeteria;Angel Guimera,  036 Dcha.;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35004;-15.424065;28.114461
B-35-1-0000435;Ca Miguelito;Bar-Cafeteria;Carretera A Tafira, Nº 044;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35017;-15.42527;28.09417
B-35-1-0000441;Felix;Bar-Cafeteria;Alfonso Xiii, Nº 008,;Gran Canaria;Palmas (Las);La Aldea De San Nicolas;_U;35470;-15.781828;27.98576
B-35-1-0000445;Yo-Ya;Bar-Cafeteria;Juan Espino Sanchez, 5;Gran Canaria;Palmas (Las);Ingenio;_U;35250;-15.443575;27.919124
B-35-1-0000448;Churreria Mercado Del Puerto;Bar-Cafeteria;C/ Rafael Bentón Travieso, Nº 006;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35008;-15.429052;28.147934
B-35-1-0000461;Doner Kebap Las Palmas;Bar-Cafeteria;Bernardo De La Torre, Nº 075,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35007;-15.419199;28.111077
B-35-1-0000462;Vista, La;Bar-Cafeteria;Parroco Segundo Vega, 2;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35015;-15.419199;28.111077
B-35-1-0000463;Peña;Bar-Cafeteria;Ansite, Nº 122,;Gran Canaria;Palmas (Las);Aguimes;_U;35118;-15.42902;27.8787
B-35-1-0000464;Marineros, Los;Bar-Cafeteria;Colombia, 21;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35010;-15.419199;28.111077
B-35-1-0000466;Campanas, Las;Bar-Cafeteria;De Los Mártires, 080;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35018;-15.419199;28.111077
B-35-1-0000467;La Tasquita De Mateo;Bar-Cafeteria;C/ Párroco Martín Morales, Nº 011;Gran Canaria;Palmas (Las);Santa Maria De Guia De Gran Canaria;_U;35450;-15.632931;28.148864
B-35-1-0000472;Ventura;Bar-Cafeteria;Constitucion (Avda. De La), 56;Gran Canaria;Palmas (Las);Telde;_U;35200;0;0
B-35-1-0000480;La Tabernilla;Bar-Cafeteria;C/ Dr. Miguel Rosas;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35007;-15.433165;28.141477
B-35-1-0000487;Stop;Bar-Cafeteria;General De Arguineguín, 049;Gran Canaria;Palmas (Las);Mogan;_U;35120;-15.679428;27.75827
B-35-1-0000519;Moreno;Bar-Cafeteria;Don Pedro Infinito, 26;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35012;-15.419199;28.111077
B-35-1-0000525;Gran Sol, El;Bar-Cafeteria;Hnos. Tomas Y Castor Gomez Bosch, Nº 001,;Gran Canaria;Palmas (Las);Ingenio;_U;35259;-15.399213;27.919853
B-35-1-0000527;Garage, El;Bar-Cafeteria;C.C. Kasbah, Loc. 049-050-054-055-056-068-069-070-071, S/N;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;_U;35100;-15.569723;27.760029
B-35-1-0000528;Helechos, Los;Bar-Cafeteria;Benecharo, 15;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35009;-15.419199;28.111077
B-35-1-0000540;Me Supo;Bar-Cafeteria;Tomas Morales, 77;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35004;-15.42584;28.115871
B-35-1-0000551;Jacky;Bar-Cafeteria;C/ Alfredo L. Jones, Nº 023 Bj;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35008;-15.432247;28.142048
B-35-1-0000556;Casa Suecia;Bar-Cafeteria;Tomas Miller, Nº 070-Esq. Luis Morote, Nº 041,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35007;-15.433682;28.141085
B-35-1-0000559;Alemana;Bar-Cafeteria;C.C. Kasbah, Loc. 133 Y 143,;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;_U;35100;-15.569723;27.760029
B-35-1-0000568;Sociedad De Cultura Y Recreo Carrizal;Bar-Cafeteria;C/ Sor Josefa Morales, Nº 020, Esq. C/ Santiago Rodríguez Domínguez, S/N;Gran Canaria;Palmas (Las);Ingenio;_U;35240;-15.413283;27.910088
B-35-1-0000573;Marrero;Bar-Cafeteria;Doctor Melian, Nº 012,;Gran Canaria;Palmas (Las);Telde;_U;35200;-15.419773;27.992246
B-35-1-0000575;Caroni;Bar-Cafeteria;Don Pedro Infinito, Nº 078,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35012;-15.419199;28.111077
B-35-1-0000578;Imaginario Drink & Music;Bar-Cafeteria;Secretario Artiles, 035 Esq. Calle Isla De Cuba, 021;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35007;-15.431904;28.137658
B-35-1-0000581;Los Girasoles;Bar-Cafeteria;C/ Sagasta, Nº 014;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35008;-15.431395;28.143029
B-35-1-0000586;Papi'S Bar Cafe;Bar-Cafeteria;San Jose (Paseo), 156;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35015;-15.419049;28.091971
B-35-1-0000610;Quiosco Modernista;Bar-Cafeteria;Triana, Nº 111, Parque San Telmo,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35002;-15.419199;28.111077
B-35-1-0000624;Cerveceria Munich;Bar-Cafeteria;Secretario Artiles, 083 Semisótano;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35007;-15.432142;28.141137
B-35-1-0000625;Menu Fusion Las Palmas;Bar-Cafeteria;De La Feria, 019;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35003;-15.419199;28.111077
B-35-1-0000631;Cañas, Las;Bar-Cafeteria;Parada (La), 008;Gran Canaria;Palmas (Las);Valsequillo De Gran Canaria;_U;35216;-15.52323;27.98578
B-35-1-0000632;De Vero;Bar-Cafeteria;Angel Guimera, Nº 023,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35004;-15.419199;28.111077
B-35-1-0000640;Sporting;Bar-Cafeteria;San Jose (Paseo), 8;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35015;-15.419199;28.111077
B-35-1-0000646;Casa Miguel Y Mirian Ii;Bar-Cafeteria;Juan Rejón;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35008;-15.42592;28.14916
B-35-1-0000655;Pantumaka;Bar-Cafeteria;Pedro Del Castillo Westerling, 009 Esq. Calle Albareda, 023, Dcha.;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35008;-15.430812;28.143316
B-35-1-0000664; Pepe Perez;Bar-Cafeteria;C/ León Y Castillo, Nº 086 Izqdo.;Gran Canaria;Palmas (Las);Santa Lucia De Tirajana;_U;35110;-15.464102;27.850304
B-35-1-0000667;Toronto;Bar-Cafeteria;Alfredo L. Jones, 030 (Semisótano);Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35007;-15.430527;28.142153
B-35-1-0000670;Guayasen;Bar-Cafeteria;Farmaceutico Miguel Padilla, Blq. 004-Edif. Guayasen, Loc. C-Esq. Avda. Escaleritas,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35012;-15.44017;28.10396
B-35-1-0000672;Tasca La Ermita;Bar-Cafeteria;C/ Sebastiana Espino Sánchez, Nº 014;Gran Canaria;Palmas (Las);Ingenio;_U;35250;-15.445432;27.919688
B-35-1-0000677;Nuestra Señora;Bar-Cafeteria;Mercado De Vegueta, Loc. 007 Ep-008 Ep-009 Ep,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35001;-15.419199;28.111077
B-35-1-0000682;Perico El Decano;Bar-Cafeteria;San Nicolas (Plaza), Nº 007,;Gran Canaria;Palmas (Las);Santa Lucia De Tirajana;_U;35110;-15.470251;27.848957
B-35-1-0000684;Hamburgueseria La Bomba;Bar-Cafeteria;Rafael Garcia Perez, 004 Loc. B;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35014;-15.431023;28.105387
B-35-1-0000695;Edificio España;Bar-Cafeteria;Nuñez De Balboa, 11;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35012;-15.430503;28.113077
B-35-1-0000700;7, El;Bar-Cafeteria;Marques De Muni, 45;Gran Canaria;Palmas (Las);Santa Maria De Guia De Gran Canaria;_U;35450;-15.631495;28.140559
B-35-1-0000707;Cuatro Esquinas;Bar-Cafeteria;Tamarán, 002;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;_U;35290;-15.573377;27.924652
B-35-1-0000713;Lagar Canario;Bar-Cafeteria;Republica Argentina, Nº 002, Esq. Avda. Carlos V, Nº 001,;Gran Canaria;Palmas (Las);Ingenio;_U;35240;-15.408014;27.909513
B-35-1-0000716;Rachi I;Bar-Cafeteria;Bernardo De La Torre, Nº 114,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35007;-15.419199;28.111077
B-35-1-0000723;Lomo Blanco;Bar-Cafeteria;C/ San José Artesano, Nº 023, Loc. 005 (Plta. Baja);Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35015;-15.44325;28.084841
B-35-1-0000735;Bajamar;Bar-Cafeteria;De San Andrés, 024 Bajo;Gran Canaria;Palmas (Las);Arucas;_U;35414;0;0
B-35-1-0000736;The Irish Rover;Bar-Cafeteria;Galileo, 003 Loc. Izqdo.;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35010;-15.437242;28.137145
B-35-1-0000738;Vegas, Las;Bar-Cafeteria;Vegas (Las), 009;Gran Canaria;Palmas (Las);Valsequillo De Gran Canaria;_U;35217;-15.499335;27.9846
B-35-1-0000743;Baudilio;Bar-Cafeteria;Maria Encarnacion Navarro, 46;Gran Canaria;Palmas (Las);Telde;_U;35200;-15.418871;27.993595
B-35-1-0000744;Oliva;Bar-Cafeteria;Tasarte (Playa De), 28;Gran Canaria;Palmas (Las);La Aldea De San Nicolas;_U;35478;-15.76148;27.92489
B-35-1-0000750;Pizzeria Ca'Masita;Bar-Cafeteria;Altillo (El), 53;Gran Canaria;Palmas (Las);Moya;_U;35413;-15.566245;28.145868
B-35-1-0000752;Mar Cantabrico;Bar-Cafeteria;Marina, 29;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35016;-15.415616;28.080216
B-35-1-0000754;Piscolabis Tato;Bar-Cafeteria;San Gabriel, 008;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35018;-15.470834;28.101682
B-35-1-0000756;Sanchez;Bar-Cafeteria;C/ León Y Castillo, Nº 14;Gran Canaria;Palmas (Las);Ingenio;_U;35250;-15.437612;27.919746
B-35-1-0000759;Ficus, El;Bar-Cafeteria;Canarias (Avda. De), 308;Gran Canaria;Palmas (Las);Santa Lucia De Tirajana;_U;35110;-15.435244;27.860642
B-35-1-0000764;Campana, La;Bar-Cafeteria;Palmar, 054 -Esq. Benecharo, Nº 078;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35009;-15.419199;28.111077
B-35-1-0000774;Canaima;Bar-Cafeteria;Don Pedro Infinito, 159;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35012;-15.419199;28.111077
B-35-1-0000777;Vicente;Bar-Cafeteria;General Tamaraceite, 072;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35018;-15.419199;28.111077
B-35-1-0000785;Bodegón Al Cubano;Bar-Cafeteria;Doña Perfecta, 059;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35012;-15.432933;28.110334
B-35-1-0000791;Jose Antonio;Bar-Cafeteria;Ctra. Del Centro, 217;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35017;-15.419199;28.111077
B-35-1-0000803;Lopez;Bar-Cafeteria;Juan Ramón Jiménez, 045 Mercado Plaza De Altavista, Loc. 010-011 (Interior);Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35011;-15.419199;28.111077
B-35-1-0000808;Ramal, El;Bar-Cafeteria;Ramal, Nº 012,;Gran Canaria;Palmas (Las);Santa Brigida;_U;35300;-15.480871;28.027289
B-35-1-0000814;Cocopito;Bar-Cafeteria;Teodoro Golfín, 033 Bajo;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35012;-15.419199;28.111077
B-35-1-0000822;Momento Cafe;Bar-Cafeteria;C/ Mesa De León, Nº 003, Bajo, Izda.;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35001;-15.415289;28.101808
B-35-1-0000823;Sushimi Galdar;Bar-Cafeteria;Ctra. Gral., Km. 028. Nº 099;Gran Canaria;Palmas (Las);Galdar;_U;35460;-15.657666;28.136564
B-35-1-0000824;Playa;Bar-Cafeteria;Santa Agueda, 32;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;_U;35128;-15.672042;27.754844
B-35-1-0000833;Mirador S11;Bar-Cafeteria;C/ Llano Alegre, Nº 004;Gran Canaria;Palmas (Las);Santa Maria De Guia De Gran Canaria;_U;35450;-15.61867;28.11968
B-35-1-0000835;Tito;Bar-Cafeteria;San Miguel (Plaza), Nº 004,;Gran Canaria;Palmas (Las);Valsequillo De Gran Canaria;_U;35217;-15.498373;27.991136
B-35-1-0000844;Tabaiba. Cocina Canaria Evolutiva;Bar-Cafeteria;C/ Portugal, Nº 079, Esq. C/ Gravina, Nº 003;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35010;-15.439838;28.135312
B-35-1-0000848;Hermanos Lantigua E Hijos;Bar-Cafeteria;Mercado De Vegueta, Loc. 005 Em;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35001;-15.461059;28.09345
B-35-1-0000853;El Puente;Bar-Cafeteria;C/ Bajada De Las Guayarminas, Nº 130, Bajo;Gran Canaria;Palmas (Las);Galdar;_U;35460;-15.653946;28.14489
B-35-1-0000858;Diaz;Bar-Cafeteria;Roque Nublo, 049;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35009;-15.419199;28.111077
B-35-1-0000862;Bodega Del Cura;Bar-Cafeteria;Colmenares, 21;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35003;-15.419161;28.108667
B-35-1-0000863;Bodegón Don Juan Pachichi;Bar-Cafeteria;C/ Los Martínez De Escobar, Nº 051;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;35007;-15.43582;28.138051
