municipio,nombre,grupo,url_maps
LA VICTORIA DE ACENTEJO,CASA JOSE,Guachinche,https://www.google.com/maps/search/CASA%20JOSE%20LA%20VICTORIA%20DE%20ACENTEJO%20Tenerife
LA VICTORIA DE ACENTEJO,"TRES PANDORGAS, LAS",Restaurante,https://www.google.com/maps/search/TRES%20PANDORGAS%2C%20LAS%20LA%20VICTORIA%20DE%20ACENTEJO%20Tenerife
LOS REALEJOS,LA CUADRA,Guachinche,https://www.google.com/maps/search/LA%20CUADRA%20LOS%20REALEJOS%20Tenerife
LOS REALEJOS,PIZZERIA TOSCAL,Restaurante,https://www.google.com/maps/search/PIZZERIA%20TOSCAL%20LOS%20REALEJOS%20Tenerife
LOS SILOS,EL MOCAN,Restaurante,https://www.google.com/maps/search/EL%20MOCAN%20LOS%20SILOS%20Tenerife
LOS SILOS,"POZO CANARIO, EL",Restaurante,https://www.google.com/maps/search/POZO%20CANARIO%2C%20EL%20LOS%20SILOS%20Tenerife
PUERTO DE LA CRUZ,CAFE DE PARIS,Restaurante,https://www.google.com/maps/search/CAFE%20DE%20PARIS%20PUERTO%20DE%20LA%20CRUZ%20Tenerife
PUERTO DE LA CRUZ,RANCHO GRANDE,Restaurante,https://www.google.com/maps/search/RANCHO%20GRANDE%20PUERTO%20DE%20LA%20CRUZ%20Tenerife
SAN JUAN DE LA RAMBLA,EL ARADO,Restaurante,https://www.google.com/maps/search/EL%20ARADO%20SAN%20JUAN%20DE%20LA%20RAMBLA%20Tenerife
SAN JUAN DE LA RAMBLA,"SAUCITO DE SAN JUAN DE LA RAMBLA, EL",Restaurante,https://www.google.com/maps/search/SAUCITO%20DE%20SAN%20JUAN%20DE%20LA%20RAMBLA%2C%20EL%20SAN%20JUAN%20DE%20LA%20RAMBLA%20Tenerife
SAN MIGUEL DE ABONA,ALBATROS,Restaurante,https://www.google.com/maps/search/ALBATROS%20SAN%20MIGUEL%20DE%20ABONA%20Tenerife
SAN MIGUEL DE ABONA,"MORADITAS, LAS",Restaurante,https://www.google.com/maps/search/MORADITAS%2C%20LAS%20SAN%20MIGUEL%20DE%20ABONA%20Tenerife
SANTA CRUZ DE TENERIFE,ATLANTICO,Restaurante,https://www.google.com/maps/search/ATLANTICO%20SANTA%20CRUZ%20DE%20TENERIFE%20Tenerife
SANTA CRUZ DE TENERIFE,EL BELINGO 2,Restaurante,https://www.google.com/maps/search/EL%20BELINGO%202%20SANTA%20CRUZ%20DE%20TENERIFE%20Tenerife
SANTA URSULA,SUSO EL PINTOR,Guachinche,https://www.google.com/maps/search/SUSO%20EL%20PINTOR%20SANTA%20URSULA%20Tenerife
SANTA URSULA,BODEGON NUEVO PASO,Restaurante,https://www.google.com/maps/search/BODEGON%20NUEVO%20PASO%20SANTA%20URSULA%20Tenerife
SANTIAGO DEL TEIDE, LA TANA DEL ROSSO,Restaurante,https://www.google.com/maps/search/%20LA%20TANA%20DEL%20ROSSO%20SANTIAGO%20DEL%20TEIDE%20Tenerife
SANTIAGO DEL TEIDE,"TONEL, EL",Restaurante,https://www.google.com/maps/search/TONEL%2C%20EL%20SANTIAGO%20DEL%20TEIDE%20Tenerife
TACORONTE,BODEGA DON TOMAS,Guachinche,https://www.google.com/maps/search/BODEGA%20DON%20TOMAS%20TACORONTE%20Tenerife
TACORONTE,NARANJERO,Restaurante,https://www.google.com/maps/search/NARANJERO%20TACORONTE%20Tenerife
TANQUE,ANABEL II,Restaurante,https://www.google.com/maps/search/ANABEL%20II%20TANQUE%20Tenerife
TANQUE,JARDIN DEL NORTE,Restaurante,https://www.google.com/maps/search/JARDIN%20DEL%20NORTE%20TANQUE%20Tenerife
TEGUESTE,MAURO,Restaurante,https://www.google.com/maps/search/MAURO%20TEGUESTE%20Tenerife
TEGUESTE,MEDEROS,Restaurante,https://www.google.com/maps/search/MEDEROS%20TEGUESTE%20Tenerife
VILAFLOR,"MIRADOR, EL",Restaurante,https://www.google.com/maps/search/MIRADOR%2C%20EL%20VILAFLOR%20Tenerife
VILAFLOR,"MOLINOS, LOS",Restaurante,https://www.google.com/maps/search/MOLINOS%2C%20LOS%20VILAFLOR%20Tenerife
