establecimiento_id;establecimiento_nombre_comercial;establecimiento_grupo;direccion;direccion_isla_nombre;direccion_provincia_nombre;direccion_municipio;direccion_localidad;direccion_codigo_postal;longitud;latitud
B-35-2-0000076;Cofradia Sindical De Pescadores;Bar-Cafeteria;Marítima, Nº 20;Fuerteventura;Palmas (Las);La Oliva;_U;35660;-13.867314;28.738069
B-35-2-0000077;Armas;Bar-Cafeteria;Lg. Toto,;Fuerteventura;Palmas (Las);Pájara;_U;35628;-14.085303;28.35908
B-35-2-0000078;Saavedra;Bar-Cafeteria;Lg. Morro Jable, S/N;Fuerteventura;Palmas (Las);Pájara;_U;35625;-14.35175;28.05051
B-35-2-0000079;Mateo;Bar-Cafeteria;C/ Virgen Del Rosario, 3;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.860005;28.498464
B-35-2-0000080;Rodriguez;Bar-Cafeteria;C/ Leon Y Castillo, 48;Fuerteventura;Palmas (Las);Tuineje;_U;35620;-14.021821;28.213784
B-35-2-0000081;Cubano;Bar-Cafeteria;Terrero De Lucha,;Fuerteventura;Palmas (Las);Pájara;_U;35628;-14.109759;28.349791
B-35-2-0000082;La Laja;Bar-Cafeteria;Lg. Morro Jable, S/N;Fuerteventura;Palmas (Las);Pájara;_U;35625;0.0;0.0
B-35-2-0000083;Selar;Bar-Cafeteria;Urb. Playa Blanca,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000084;Jaula De Oro;Bar-Cafeteria;Avda. Los Barqueros, 2;Fuerteventura;Palmas (Las);Pájara;_U;35628;-14.156118;28.400141
B-35-2-0000086;El Majorero;Bar-Cafeteria;C/ Alfonso Xiii, S/N;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.848413;28.502321
B-35-2-0000087;El Timple Majorero;Bar-Cafeteria;C/ Manuel Velázquez Cabrera, 23;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.857462;28.504263
B-35-2-0000088;Casillas;Bar-Cafeteria;Lg. Casillas Del Angel,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35611;-13.945939;28.493134
B-35-2-0000089;El Charco;Bar-Cafeteria;Barrio Del Charco,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.850265;28.501701
B-35-2-0000090;La Estrella;Bar-Cafeteria;C/ Garcia Escamez, 16;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.860905;28.49618
B-35-2-0000093;Jandia Playa/Bar Robinson;Bar-Cafeteria;Urb. El Matorral,;Fuerteventura;Palmas (Las);Pájara;_U;35626;0.0;0.0
B-35-2-0000094;Manzana;Bar-Cafeteria;Urb. Playa Blanca, S/N;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000095;Las Grutas;Bar-Cafeteria;Urb. Playa Blanca, 40;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.869551;28.480521
B-35-2-0000096;La Higuera;Bar-Cafeteria;Lg. Llano De La Higuera,;Fuerteventura;Palmas (Las);Tuineje;_U;35620;-14.02341;28.27144
B-35-2-0000097;Los Parientes;Bar-Cafeteria;C/ Adargoma, 15;Fuerteventura;Palmas (Las);Pájara;_U;35627;-14.151483;28.183279
B-35-2-0000098;El Mero;Bar-Cafeteria;Urb. Playa Blanca,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000099;La Pizza;Bar-Cafeteria;Urb. Playa Blanca,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000100;San Roque;Bar-Cafeteria;C/ Cervantes, 55;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.866524;28.499588
B-35-2-0000102;Estrella Azul;Bar-Cafeteria;C/ Eustaquio Gopar, S/N;Fuerteventura;Palmas (Las);Tuineje;_U;35628;-14.04656;28.32409
B-35-2-0000103;El Porvenir;Bar-Cafeteria;C/ Garcia Escamez, S/N;Fuerteventura;Palmas (Las);Tuineje;_U;35628;0.0;0.0
B-35-2-0000105;Costa De Marfil;Bar-Cafeteria;Urb. Playa Blanca,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000106;Canario;Bar-Cafeteria;C/ El Carmen, S/N;Fuerteventura;Palmas (Las);Pájara;_U;35625;0.0;0.0
B-35-2-0000107;Club Hotel Robinson;Bar-Cafeteria;Hotel Robinson Club Jandia Playa,;Fuerteventura;Palmas (Las);Pájara;_U;35626;-14.34314;28.04827
B-35-2-0000110;La Bella Epoca;Bar-Cafeteria;Urb. Playa Blanca,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000112;Oasis;Bar-Cafeteria;Lg. Tablero Y Majadas,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000113;Roma;Bar-Cafeteria;Avda. Paco Hierro, 29;Fuerteventura;Palmas (Las);Tuineje;_U;35620;-14.022127;28.212675
B-35-2-0000114;La Guarida Del Diablo;Bar-Cafeteria;C/ Anzuelo, 12;Fuerteventura;Palmas (Las);La Oliva;_U;35660;-13.870886;28.73612
B-35-2-0000115;Las Cuevas;Bar-Cafeteria;Urb. Playa Blanca, C-3,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000116;La Peña;Bar-Cafeteria;C/ Viriato, 94 Bajo;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.848867;28.503716
B-35-2-0000117;Fuerteventura;Bar-Cafeteria;C/ Garcia Hernandez, 7;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.857632;28.50024
B-35-2-0000119;Smara;Bar-Cafeteria;Urb. Playa Blanca,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000120;Castro;Bar-Cafeteria;Urb. Playa Blanca, 1 - B-5,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.86904;28.48383
B-35-2-0000121;Playa;Bar-Cafeteria;Lg.Playa, S/N;Fuerteventura;Palmas (Las);Pájara;_U;35625;0.0;0.0
B-35-2-0000122;Copacabana;Bar-Cafeteria;Urb. Playa  Blanca,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000123;La Sirena;Bar-Cafeteria;Hoplaco,;Fuerteventura;Palmas (Las);La Oliva;_U;35660;-13.86818;28.73595
B-35-2-0000124;America;Bar-Cafeteria;C/ Teofilo Martinez Escobar, 3;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.859302;28.498059
B-35-2-0000128;Lupyser;Bar-Cafeteria;C/ La Iglesia, 35;Fuerteventura;Palmas (Las);La Oliva;_U;35660;-14.00945;28.68623
B-35-2-0000129;Mambo;Bar-Cafeteria;C/ Profesor Juan Tadeo Cabrera, 8;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.87238;28.503517
B-35-2-0000130;Gonzalez;Bar-Cafeteria;C/ Virgen De La Caridad, 31;Fuerteventura;Palmas (Las);La Oliva;_U;35649;-13.979276;28.58634
B-35-2-0000131;Don Quijote;Bar-Cafeteria;Avda. Playa Blanca,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.86907;28.483836
B-35-2-0000132;Los Lajares;Bar-Cafeteria;Lg. Lajares, S/N;Fuerteventura;Palmas (Las);La Oliva;_U;35650;-13.941707;28.678579
B-35-2-0000135;La Sirena;Bar-Cafeteria;Urb. Playa Blanca,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000136;El Volcan;Bar-Cafeteria;Urb. Playa Blanca,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000137;Las Playitas;Bar-Cafeteria;Lg. Las Playitas, S/N;Fuerteventura;Palmas (Las);Tuineje;_U;35629;-13.985303;28.241705
B-35-2-0000138;La Gaviota;Bar-Cafeteria;Lg. Playa De La Gaviota,;Fuerteventura;Palmas (Las);Pájara;_U;35626;0.0;0.0
B-35-2-0000139;El Pirata;Bar-Cafeteria;C/ Garcia Escamez, 8;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.860619;28.496621
B-35-2-0000140;La Cueva;Bar-Cafeteria;Plaza De España, 7;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.859425;28.498303
B-35-2-0000143;Los Pinchitos;Bar-Cafeteria;Lg. Lajares, S/N;Fuerteventura;Palmas (Las);La Oliva;_U;35650;-13.941707;28.678579
B-35-2-0000145;Matoso;Bar-Cafeteria;C/ Virgen De Antigua,;Fuerteventura;Palmas (Las);Antigua;_U;35630;-14.013832;28.419623
B-35-2-0000146;Discoteca Bambu;Bar-Cafeteria;C/ El Carmen, S/N;Fuerteventura;Palmas (Las);Pájara;_U;35625;0.0;0.0
B-35-2-0000147;Tina;Bar-Cafeteria;Urb. La Pared, C.C.,;Fuerteventura;Palmas (Las);Pájara;_U;35627;0.0;0.0
B-35-2-0000150;Pancho;Bar-Cafeteria;Urb. Playa Blanca, S/N;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000152;Perera;Bar-Cafeteria;Plaza De La Peña, 7;Fuerteventura;Palmas (Las);Betancuria;_U;35637;-14.071641;28.393449
B-35-2-0000153;La Tasca;Bar-Cafeteria;Plaza Inmediata Hotel Tres Islas,;Fuerteventura;Palmas (Las);La Oliva;_U;35660;0.0;0.0
B-35-2-0000154;Pub La Tierra;Bar-Cafeteria;C/ Eustaquio Gopar, 3;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.858986;28.49842
B-35-2-0000155;Xaika;Bar-Cafeteria;C/ Gral. Franco, Nº 4.,;Fuerteventura;Palmas (Las);Tuineje;_U;35620;0.0;0.0
B-35-2-0000156;Los Colegas;Bar-Cafeteria;Playa De Corralejo,;Fuerteventura;Palmas (Las);La Oliva;_U;35660;0.0;0.0
B-35-2-0000157;Manolo;Bar-Cafeteria;C/ San Valentin, S/N;Fuerteventura;Palmas (Las);Tuineje;_U;35629;-13.98485;28.228637
B-35-2-0000159;Auto Bar Kiosko;Bar-Cafeteria;Avda. Grandes Playas,;Fuerteventura;Palmas (Las);La Oliva;_U;35660;-13.8488;28.72581
B-35-2-0000160;Rio Palmas;Bar-Cafeteria;C/ San Sebastian, 12;Fuerteventura;Palmas (Las);Betancuria;_U;35637;-14.080758;28.394335
B-35-2-0000161;Auto Bar Libertad;Bar-Cafeteria;Playa De Corralejo,;Fuerteventura;Palmas (Las);La Oliva;_U;35660;0.0;0.0
B-35-2-0000162;Mary;Bar-Cafeteria;Plaza Felix Estevez.,;Fuerteventura;Palmas (Las);La Oliva;_U;35660;-13.867801;28.739286
B-35-2-0000163;Buenavista;Bar-Cafeteria;C/ Sancho Panza, 23;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.865596;28.499688
B-35-2-0000165;Arena;Bar-Cafeteria;C/ Antonio Hernandez Paez, 4;Fuerteventura;Palmas (Las);La Oliva;_U;35660;-13.868789;28.737862
B-35-2-0000167;Las Norias;Bar-Cafeteria;Aptos. Taraxa, S/N;Fuerteventura;Palmas (Las);Tuineje;_U;35627;-14.04892;28.32666
B-35-2-0000168;Amapola;Bar-Cafeteria;Urb. Playa Blanca,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000169;Herrera;Bar-Cafeteria;C/ General Linares,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.87143;28.48483
B-35-2-0000170;La Vampira;Bar-Cafeteria;Urb. Playa Blanca, Local A/C,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000171;La Estrella;Bar-Cafeteria;Urb. Playa Blanca,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000172;Los Tilos;Bar-Cafeteria;Secundino Alonso, Nº 86;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.863532;28.494227
B-35-2-0000173;La Cabaña;Bar-Cafeteria;Avda. Grandes Playas,;Fuerteventura;Palmas (Las);La Oliva;_U;35660;-13.8488;28.72581
B-35-2-0000175;Auto Bar Mercedes Mat. 7303-I;Bar-Cafeteria;Playa El Matorral,;Fuerteventura;Palmas (Las);Pájara;_U;35626;0.0;0.0
B-35-2-0000176;Auto Bar Mercedes Mat. Gc-2906-J;Bar-Cafeteria;Playa Del Matorral,;Fuerteventura;Palmas (Las);Pájara;_U;35626;0.0;0.0
B-35-2-0000177;Auto Bar Mercedes Mat. B-574.560;Bar-Cafeteria;Playa Del Matorral,;Fuerteventura;Palmas (Las);Pájara;_U;35626;0.0;0.0
B-35-2-0000178;Paco'S;Bar-Cafeteria;C/ Doctor Mena, 8;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.858407;28.49897
B-35-2-0000179;Roque Nublo;Bar-Cafeteria;Urb. Playa Blanca,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000180;Altamira;Bar-Cafeteria;C/ Juan Dominguez Peña, Nº 29-31,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.856712;28.499612
B-35-2-0000182;Palermo;Bar-Cafeteria;C/ Teofilo Martinez Escobar, 4;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.858673;28.498509
B-35-2-0000186;Miami;Bar-Cafeteria;C/ Calvo Sotelo, S/N;Fuerteventura;Palmas (Las);Tuineje;_U;35620;0.0;0.0
B-35-2-0000188;Auto Bar Mat. 2811-C;Bar-Cafeteria;Playa De Jandia, S/N;Fuerteventura;Palmas (Las);Pájara;_U;35626;0.0;0.0
B-35-2-0000191;Rocamar;Bar-Cafeteria;León Y Castillo, 2;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.85821;28.498651
B-35-2-0000192;Parada;Bar-Cafeteria;Lg. Casillas Del Angel,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35611;-13.945939;28.493134
B-35-2-0000193;Plaza Regla;Bar-Cafeteria;Plaza Ntra. Sra. De Regla, S/N;Fuerteventura;Palmas (Las);Pájara;_U;35628;-14.107412;28.35138
B-35-2-0000194;La Peña;Bar-Cafeteria;C/ Pedro Peña, 5;Fuerteventura;Palmas (Las);Betancuria;_U;35637;-14.067015;28.397031
B-35-2-0000195;La Amistad;Bar-Cafeteria;Carretera General De Tiscamanita, S/N;Fuerteventura;Palmas (Las);Tuineje;_U;35638;-14.03618;28.35105
B-35-2-0000196;Los Molinos;Bar-Cafeteria;Almirante Lallemand, 78;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.849804;28.501431
B-35-2-0000197;Castillo;Bar-Cafeteria;Lg. Las Hermosas, Ctra. Fv-605, Cruce Con Fv-618,;Fuerteventura;Palmas (Las);Pájara;_U;35627;0.0;0.0
B-35-2-0000200;Plaza;Bar-Cafeteria;C/ Trujillo, 10;Fuerteventura;Palmas (Las);Antigua;_U;35630;-14.014164;28.422792
B-35-2-0000202;De America;Bar-Cafeteria;C/ Teofilo Martinez, 3;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.859012;28.498016
B-35-2-0000203;Tronco;Bar-Cafeteria;C/ Secundino Alonso, 18;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.861337;28.499641
B-35-2-0000204;Modulo Aseo Bar;Bar-Cafeteria;Muelle Comercial Del Puerto,;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;0.0;0.0
B-35-2-0000205;Alex;Bar-Cafeteria;C/ San Diego, 6;Fuerteventura;Palmas (Las);Tuineje;_U;35620;-14.022315;28.212262
B-35-2-0000206;Chao;Bar-Cafeteria;C/ Bajamar, 4, Local Planta Baja;Fuerteventura;Palmas (Las);Tuineje;_U;35627;-14.115342;28.191687
B-35-2-0000207;Auto/Bar. Gc-6034-U;Bar-Cafeteria;Playa De Jandia-Conc. Nº 38,;Fuerteventura;Palmas (Las);Pájara;_U;35626;0.0;0.0
B-35-2-0000208;Auto/Bar.Gc-6035-U;Bar-Cafeteria;Playa De Jandia, Coc. Nº 37,;Fuerteventura;Palmas (Las);Pájara;_U;35626;0.0;0.0
B-35-2-0000210;Casa Paquita;Bar-Cafeteria;León Y Castillo, 96;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.865022;28.500627
B-35-2-0000212;La Barraca;Bar-Cafeteria;C/ Gonzalez Martin, S/N;Fuerteventura;Palmas (Las);Tuineje;_U;35627;0.0;0.0
B-35-2-0000214;Pub Anibal;Bar-Cafeteria;C/ Estrella Del Mar, C.C. Playa Paradiso, 1 Loc. 9;Fuerteventura;Palmas (Las);Pájara;_U;35625;-14.332856;28.050303
B-35-2-0000218;Treff Punkt;Bar-Cafeteria;C.C. Playa Paradiso,  Loc. 9;Fuerteventura;Palmas (Las);Pájara;_U;35626;0.0;0.0
B-35-2-0000219;Paradise;Bar-Cafeteria;C.C. Playa Paradiso,;Fuerteventura;Palmas (Las);Pájara;_U;35626;0.0;0.0
B-35-2-0000220;Pasteleria Morro Jable;Bar-Cafeteria;C/ El Carmen, S/N;Fuerteventura;Palmas (Las);Pájara;_U;35625;0.0;0.0
B-35-2-0000221;Cerveceria Olimpo;Bar-Cafeteria;C.C. Playa Paradiso,  Loc. 26-B;Fuerteventura;Palmas (Las);Pájara;_U;35626;0.0;0.0
B-35-2-0000224;Star;Bar-Cafeteria;C/ Virgen De La Peña, 15;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.865976;28.500158
B-35-2-0000225;Barbara'S Kleine Kneipe;Bar-Cafeteria;C/ Del Sol, 2;Fuerteventura;Palmas (Las);La Oliva;_U;35660;-13.868138;28.739198
B-35-2-0000226;Betancuria;Bar-Cafeteria;Plaza De Santa Maria De Betancuria, 1;Fuerteventura;Palmas (Las);Betancuria;_U;35637;-14.057035;28.425125
B-35-2-0000228;Carretera Del Sur;Bar-Cafeteria;Lg. Llanos De La Higuera, S/N;Fuerteventura;Palmas (Las);Tuineje;_U;35620;0.0;0.0
B-35-2-0000230;Auto Bar Tony Gc-2749-P;Bar-Cafeteria;Avda. Grandes Playas,;Fuerteventura;Palmas (Las);La Oliva;_U;35660;-13.8488;28.72581
B-35-2-0000232;Playa;Bar-Cafeteria;Playa De Pajara, Lote D, 41;Fuerteventura;Palmas (Las);Pájara;_U;35626;0.0;0.0
B-35-2-0000233;Cantina El Pajaro;Bar-Cafeteria;C/ Juan De Austria, 54;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.850836;28.502181
B-35-2-0000235;Theory'S Club;Bar-Cafeteria;C/ Acorazado España, S/N;Fuerteventura;Palmas (Las);La Oliva;_U;35660;-13.86929;28.73708
B-35-2-0000237;Playa Ii;Bar-Cafeteria;Playa De Pajara, Lote V,;Fuerteventura;Palmas (Las);Pájara;_U;35626;0.0;0.0
B-35-2-0000239;Los Pozos;Bar-Cafeteria;Barrio De Los Pozos, 25;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.865139;28.493675
B-35-2-0000240;La Sabrosura;Bar-Cafeteria;Calle Galicia, 57;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;35600;-13.869794;28.504724
