fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,prc_habita,prc_plazas,longitud,latitud,geohash,utm_x,utm_y,num_habitaciones,num_plazas
349.0,APARTAMENTOS FUENTEPARK,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"CALLE ANGUILA, 1",76,152,-13.870744,28.733882,etn5kqgdup,610273.86,3179025.07,,
350.0,HOTEL BAHÍA DE LOBOS,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"AVENIDA GRAN CANARIA, 2",288,585,-13.871334,28.730692,etn5kq70qm,610219.59,3178671.08,,
351.0,HOTEL BARCELO CORRALEJO BAY,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"AVENIDA GRANDES PLAYAS, 12",241,580,-13.867427,28.732608,etn5kqw59d,610599.14,3178886.99,,
352.0,SECRETS BAHÍA REAL RESORT & SPA,ALOJAMIENTOS,H5,5510_L1,Hotel,5,5 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"AVENIDA GRANDES PLAYAS, 103",242,486,-13.85551,28.728287,etn5ktydrh,611767.55,3178419.35,,
353.0,APARTAMENTOS CASTILLO PLAYA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,35003.0,Antigua,"CALLE PITERA, 8",80,160,-13.861079,28.395289,etn1s94wt3,611574.34,3141519.22,,
354.0,APARTAMENTOS OASIS DUNA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,CALLE GRAN CANARIA 3 - AVENIDA MAXORATA 2,219,494,-13.869048,28.72929,etn5kqhb5z,610444.32,3178517.86,,
355.0,HOTEL ARENA SUITE,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"CALLE EL MORO, 2",101,231,-13.859405,28.726306,etn5kt7yu7,611389.25,3178196.21,,
356.0,HOTEL COTILLO HOUSE,ALOJAMIENTOS,H2,5510_L1,Hotel,2,2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B22,El Cotillo,35014.0,La Oliva,"CALLE SAN PEDRO, 2",18,35,-14.01186,28.684962,etn51juy5b,596537.75,3173482.52,,
357.0,07 HOTEL ALOE CORRALEJO,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,AVENIDA PEDRO Y GUY VANDEALE S/N,180,450,-13.860751,28.725303,etn5kt6cj0,611258.85,3178083.82,,
358.0,HOTEL CORAL COTILLO BEACH,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B22,El Cotillo,35014.0,La Oliva,"AVENIDA LOS LAGOS, S/N",124,248,-14.010205,28.686818,etn51nq0fd,596697.74,3173689.5,,
359.0,ALUA SUITES FUERTEVENTURA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"CALLE LAS DUNAS, S/N",382,1008,-13.858679,28.729298,etn5kwh2m3,611456.98,3178528.4,,
360.0,APARTAMENTOS CUATROPEA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"CALLE ARISTIDES HERNANDEZ MORAN, 14",10,22,-13.867664,28.734371,etn5kqvvu4,610574.14,3179082.11,,
361.0,HOTEL LABRANDA CORRALEJO VILLAGE,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,C/ MARCELINO CAMACHO ABAD N2,130,330,-13.86898,28.731668,etn5kqkyj7,610448.46,3178781.4,,
362.0,HOTEL PLAYA PARK ZENSATION,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"CALLE LANZAROTE, 4",173,402,-13.863094,28.726863,etn5kt94n7,611028.37,3178254.48,,
363.0,HOTEL THE CORRALEJO BEACH,ALOJAMIENTOS,H2,5510_L1,Hotel,2,2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"C/ VÍCTOR GRAU BASSAS, 1",139,360,-13.868158,28.737092,etn5krmt8q,610523.03,3179383.13,,
364.0,APARTAMENTOS FUERTESOL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,35003.0,Antigua,"AVENIDA VIRGEN DE LA PEŃA, 2",110,330,-13.86483,28.396398,etn1s3rvn0,611205.69,3141638.62,,
365.0,ATLANTIC GARDEN BEACH MATE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"AVENIDA GRAN CANARIA, 4",68,142,-13.865701,28.729685,etn5kqp699,610770.78,3178564.73,,
366.0,APARTAMENTOS GALERA BEACH,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"AVENIDA GRANDES PLAYAS, 3",16,38,-13.865615,28.732997,etn5kqxmgf,610775.69,3178931.77,,
367.0,HOTEL H10 OCEAN SUITES,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"C/ LAS PALMERAS, 1",199,450,-13.873005,28.731965,etn5kq3zzd,610055.06,3178810.58,,
368.0,APARTAMENTOS DUNAS CLUB,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"CALLE EL PULPO, 2",108,216,-13.865057,28.743063,etn5s2xb2z,610819.56,3180047.6,,
369.0,APARTAMENTOS COTILLO SURF,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B22,El Cotillo,35014.0,La Oliva,"CALLE PEDRO SAAVEDRA, 3",9,21,-14.011629,28.685849,etn51nj51m,596559.5,3173580.98,,
370.0,APARTAMENTOS JUAN BENITEZ,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B22,El Cotillo,35014.0,La Oliva,"CALLE LA CALETA, 4",9,18,-14.010989,28.681454,etn51jm986,596626.07,3173094.56,,
371.0,APARTAMENTOS COTILLO LAGOS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B22,El Cotillo,35014.0,La Oliva,"URBANIZACIÓN LOS LAGOS, S/N",45,98,-14.011034,28.690611,etn51nvqzj,596613.26,3174109.07,,
372.0,APARTAMENTOS FLOR DEL COTILLO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B22,El Cotillo,35014.0,La Oliva,"CALLE MARIA HIERRO MORALES, 6",2,4,-14.012149,28.684953,etn51jutvq,596509.52,3173481.29,,
373.0,LAS MARISMAS DE CORRALEJO,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,CALLE HURIAMEN S/N,268,772,-13.869109,28.726037,etn5kmkv63,610441.78,3178157.37,,
374.0,RESORT FUERTEVENTURA ORIGO MARE,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B9,Entidad no turística de Fuerteventura,ES704B90,Núcleo no turístico de Fuerteventura,35014.0,La Oliva,"CTRA. DE MAJANICHO, 100",323,896,-13.948192,28.730851,etn56w71rd,602713.41,3178620.03,,
375.0,BARCELÓ FUERTEVENTURA CASTILLO,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,35003.0,Antigua,AVENIDA DEL CASTILLO,477,954,-13.854318,28.394902,etn1s9ps6c,612237.14,3141482.63,,
376.0,HOTEL BARCELÓ CORRALEJO SANDS,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"C/. LA  ACACIA, Nş 1",156,434,-13.870814,28.732973,etn5kqetdw,610267.98,3178924.29,,
377.0,HOTEL ARENA BEACH,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"C/. LA GOMERA, 5",136,272,-13.862502,28.725593,etn5kt3dsq,611087.53,3178114.32,,
378.0,APARTAMENTOS LA CHALANA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"CALLE CARABELA, 4",12,24,-13.87071,28.735175,etn5kr5dt0,610275.82,3179168.37,,
379.0,HOTEL BOUTIQUE LA MARQUESINA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"CALLE MUELLE CHICO, 9",18,36,-13.867367,28.739141,etn5kry1du,610598.12,3179610.9,,
380.0,HOTEL VACANCY URBAN BOUTIQUE,ALOJAMIENTOS,H2,5510_L1,Hotel,2,2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,CALLE PORIL 2,12,24,-13.868121,28.740696,etn5s2jd9q,610522.85,3179782.49,,
381.0,HOTEL HÉLČNE HOLIDAYS & RETREATS,ALOJAMIENTOS,H2,5510_L1,Hotel,2,2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"CALLE PORIS, 10",8,19,-13.859042,28.731818,etn5kwknuz,611418.85,3178807.27,,
382.0,ISLAND HOME FUERTEVENTURA,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,35014.0,La Oliva,"CALLE CERNICALO, 2",50,98,-13.869899,28.715007,etn5k7kjpc,610376.21,3176934.53,,
383.0,HOTEL MELIA FUERTEVENTURA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B9,Entidad no turística de Fuerteventura,ES704B90,Núcleo no turístico de Fuerteventura,35015.0,Pájara,PLAYA BARCA S/N,418,1145,-14.245439,28.136812,etjb5f4uc1,574097.63,3112587.99,,
384.0,HOTEL ROBINSON CLUB JANDIA PLAYA,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,35015.0,Pájara,PLAYA DEL MATORRAL,372,714,-14.34249,28.048472,esvz9dh45y,564619.89,3102746.23,,
385.0,HOTEL RIU PALACE JANDIA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,35015.0,Pájara,"CALLE ARENA, S/N",213,426,-14.345677,28.049104,esvz9d1vc7,564306.29,3102814.56,,
386.0,APARTAMENTOS CASTILLO BEACH CLUB,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,35003.0,Antigua,CALLE VIRGEN DE LA CARIDAD DEL COBRE SN,184,576,-13.870389,28.399951,etn1s65csw,610657.38,3142027.15,,
387.0,HOTEL TARO BEACH,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,35015.0,Pájara,URBANIZACIÓN CAŃADA DEL RIO COSTA CALMA,293,586,-14.222649,28.164212,etjbhr5kkm,576316.24,3115637.56,,
388.0,SBH HOTEL APART. MONICA BEACH,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,35015.0,Pájara,CAŃADA DEL RIO,409,818,-14.225246,28.162878,etjbhqckxs,576062.22,3115488.14,,
389.0,HOTEL RISCO DEL GATO,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,35015.0,Pájara,"CALLE SICASUMBRE, 2",51,118,-14.232606,28.152407,etjbhhupsj,575346.95,3114323.54,,
390.0,HOTEL BARLOVENTO,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,35015.0,Pájara,"URBANIZACIÓN CAŃADA DEL RIO,COSTA-CALMA",251,719,-14.220805,28.165809,etjbhrktxp,576496.15,3115815.64,,
391.0,HOTEL ALDIANA FUERTEVENTURA,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,35015.0,Pájara,"CARRETERA DEL SUR, KM. 50",361,800,-14.316267,28.059522,esvzdhp4wf,567190.27,3103984.54,,
392.0,HOTEL SBH MAXORATA RESORT,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B42,Solana Matorral,35015.0,Pájara,"CALLE BIOCHO, 4",601,1650,-14.327939,28.051985,esvz9fwwwv,566047.85,3103143.21,,
393.0,HOTEL SENSIMAR CALYPSO RESORT & SPA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,35015.0,Pájara,"PLAYA DE JANDIA, S/N",250,500,-14.349387,28.05013,esvz96r5g5,563941.06,3102926.27,,
394.0,HOTEL ALTAMARENA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,35015.0,Pájara,"AVENIDA EL SALADAR, 28",238,476,-14.346752,28.049244,esvz9d1n8q,564200.55,3102829.5,,
395.0,HOTEL ROBINSON CLUB ESQUINZO PLAYA,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,35015.0,Pájara,BARRANCO DEL ESQUINZO,379,955,-14.302193,28.076372,esvzdx1kwx,568562.66,3105859.04,,
396.0,HOTEL CRYSTAL BEACH,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,35015.0,Pájara,"CALLE LTU, 3",172,350,-14.223497,28.164401,etjbhr4v82,576232.85,3115657.96,,
398.0,APARTAMENTOS PUERTO CALETA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,35003.0,Antigua,"ALCALDE JUAN EVORA SUAREZ , S/N",91,364,-13.857365,28.398243,etn1s9trgb,611935.11,3141849.95,,
399.0,HOTEL GOLDEN BEACH,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,35015.0,Pájara,"COSTA CALMA, S/N",152,304,-14.232531,28.156598,etjbhju0jf,575351.38,3114787.88,,
400.0,HOTEL CLUB JANDÍA PRINCESS,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,35015.0,Pájara,CALLE GRAN CANARIA 11. BUTIHONDO,512,1042,-14.305851,28.072415,esvzdqqv9t,568205.74,3105418.63,,
401.0,HOTEL IBEROSTAR PALACE FUERTEVENTURA,ALOJAMIENTOS,H5,5510_L1,Hotel,5,5 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,35015.0,Pájara,"CALLE Las Gaviotas, PASAJE PLAYA ,1",437,876,-14.320464,28.056444,esvzd5s0th,566779.73,3103641.25,,
402.0,ALLSUN ESQUINZO BEACH,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,35015.0,Pájara,"CALLE GRAN CANARIA , 8",389,850,-14.308835,28.07386,esvzdqsw5f,567911.62,3105577.04,,
403.0,R 2 BUGANVILLA HOTEL SPA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,35015.0,Pájara,"C/ LAS AFORTUNADAS, 2",254,508,-14.337362,28.049423,esvz9dpzer,565123.31,3102854.32,,
404.0,HOTEL FARO JANDÍA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,35015.0,Pájara,"AVENIDA SALADAR, 17",214,642,-14.33351,28.049816,esvz9f6dj0,565501.65,3102899.92,,
405.0,HOTEL PLAYA ESMERALDA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,35015.0,Pájara,"CALLE PUNTA DEL ROQUITO, 2",333,589,-14.235073,28.148869,etjbhh674c,575107.19,3113930.06,,
406.0,HOTEL XQ EL PALACETE,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,35015.0,Pájara,"CALLE EL ACANTILADO, S/N.",55,138,-14.350178,28.049589,esvz96q88w,563863.64,3102865.92,,
407.0,HOTEL IBEROSTAR PLAYA GAVIOTAS,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,35015.0,Pájara,"CALLE LAS GAVIOTAS. PASAJE PLAYA, 2",355,678,-14.319261,28.056688,esvzd5t411,566897.8,3103668.94,,
408.0,CLUB HOTEL DRAGO PARK,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,35015.0,Pájara,"CALLE PUNTA PESEBRES, 5",235,490,-14.223422,28.17332,etjbk2fc6p,576233.89,3116646.09,,
409.0,HOTEL SMY TAHONA FUERTEVENTURA,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,35003.0,Antigua,"CALLE ALCALDE MARCIAL SANCHEZ VELAZQUEZ,17",95,219,-13.857064,28.400083,etn1sdjd7p,611962.66,3142054.09,,
410.0,HOTEL RIO CALMA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,35015.0,Pájara,"URBANIZACIÓN EL GRANILLO - CALLE ARTISTAS CANARIOS, Nş 8",415,709,-14.209474,28.16773,etjbhxubzm,577607.2,3116035.65,,
411.0,HOTEL SBH PARAISO PLAYA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,35015.0,Pájara,CALLE BARRANCO LOMO DEL ACEBUCHE S/N,317,1000,-14.294715,28.081096,esvzf8nbhz,569294.4,3106386.61,,
412.0,HOTEL PAJARA BEACH,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,35015.0,Pájara,CALLE PUNTA DEL ROQUITO S/N,387,696,-14.232745,28.150175,etjbhhs49h,575334.86,3114076.19,,
413.0,HOTEL COSTA CALMA BEACH RESORT,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,35015.0,Pájara,"AVENIDA AGUSTIN MILLARES, 2",556,1062,-14.217714,28.167125,etjbhrwvrk,576798.67,3115963.38,,
414.0,HOTEL ROYAL SUITE,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,35015.0,Pájara,CALLE VALLE DE LOS ESCOBONES 1,168,498,-14.223674,28.171372,etjbk26whk,576210.53,3116430.12,,
415.0,HOTEL H10 TINDAYA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,35015.0,Pájara,"CALLE PUNTA DEL ROQUITO, S/N",354,708,-14.230492,28.152577,etjbhjj8ts,575554.4,3114343.69,,
416.0,HOTEL ALUA VILLAGE FUERTEVENTURA,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,35015.0,Pájara,"C/ GRAN CANARIA, Nş 1",244,540,-14.305285,28.076986,esvzdrr0q9,568258.46,3105925.33,,
