fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,prc_habita,prc_plazas,longitud,latitud,geohash,utm_x,utm_y,num_habitaciones,num_plazas
265.0,APARTAMENTOS ORONE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CALLE LA GURONA, S/N",2,7,-17.335597,28.095731,esgxvd8t7r,270525.86,3110010.52,,
266.0,APARTAMENTOS GUAHEDUN,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CALLE VUELTAS, 6",12,18,-17.33378,28.083147,esgxv83ujw,270677.67,3108612.43,,
267.0,APARTAMENTOS PIEDRA LA GARZA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,PIEDRA LA GARZA,4,8,-17.336273,28.084372,esgxv8857d,270435.24,3108752.9,,
269.0,APARTAMENTOS YASMINA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CALLE LOMO DE VUELTAS, 5",3,8,-17.333825,28.085001,esgxv89yux,270677.19,3108817.99,,
270.0,APARTAMENTOS CASA POLICARPO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CALLE EL CHORRO, 7",3,6,-17.334614,28.096948,esgxvdckd4,270625.06,3110143.54,,
271.0,APARTAMENTOS OASIS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CALLE LA PLAYA, 28",3,7,-17.343364,28.097342,esgxv6fyyk,269765.95,3110203.75,,
272.0,APARTAMENTOS GENARO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CALLE LA NORIA, 1",6,18,-17.342517,28.095696,esgxv6et61,269845.68,3110019.73,,
273.0,APARTAMENTOS LILIA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CALLE LAS VUELTAS, 25",3,9,-17.334779,28.083686,esgxv83pq6,270580.63,3108674.05,,
274.0,APARTAMENTOS FLOR DE LIS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CALLE LA ALAMEDA, 23",2,8,-17.333184,28.097779,esgxve437t,270767.37,3110232.94,,
275.0,APARTAMENTOS LAS TRES PALMERAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CARRETERA PLAYA DEL INGLES, 5",41,82,-17.343825,28.096126,esgxv6dxg9,269718.04,3110069.86,,
276.0,APARTAMENTOS VISTAMAR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CALLE LA PLAYA DEL INGLES , 1",9,18,-17.342805,28.09517,esgxv6e65r,269816.25,3109961.97,,
277.0,APARTAMENTOS LOS TARAJALES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CARRETERA PLAYA DEL INGLES, 9",40,100,-17.34453,28.096446,esgxv6f1ej,269649.44,3110106.66,,
278.0,APARTAMENTOS AMERICA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CALLE LAS VUELTAS, 3",4,6,-17.333641,28.082397,esgxv84pbf,270689.74,3108529.05,,
280.0,APARTAMENTOS EVA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,CALLE LA CUESTITA DE LA CALERA,6,8,-17.335045,28.09539,esgxvd9580,270579.39,3109971.69,,
281.0,APARTAMENTOS CHARCO DEL CONDE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"AVENIDAMARITIMA, 7",79,177,-17.338312,28.086421,esgxv2yxk0,270239.19,3108983.84,,
282.0,APARTAMENTOS CARLOS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,CALLE LEPANTO (ZONA LA PLAYA),3,8,-17.342346,28.096424,esgxv6g9w1,269864.04,3110100.08,,
283.0,APARTAMENTOS EL GUIRRE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CARRETERA PLAYA DEL INGLES, 11",8,25,-17.34499,28.096534,esgxv6cf0m,269604.42,3110117.28,,
284.0,APARTAMENTOS SANSOFE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,AVDA. CHARCO DEL CONDE Nş10,3,8,-17.338978,28.087463,esgxv3njkd,270175.95,3109100.58,,
285.0,APARTAMENTOS CASA ISIDORO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CTRA. GRAL. BORBARAN, Nş 284 (LAS ROSITAS-LOMO DEL RIEGO)",2,4,-17.335486,28.092498,esgxvd0dtv,270529.89,3109652.0,,
286.0,APARTAMENTOS LA CONDESA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,AVD MARITIMA   CHARCO DEL CONDE Nş17,52,78,-17.336141,28.083879,esgxv880qw,270447.16,3108698.01,,
287.0,APARTAMENTOS LOS NARANJOS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CALLE LAS ORIJAMAS, 9",2,2,-17.331539,28.098557,esgxve5tcy,270930.69,3110316.07,,
288.0,APARTAMENTOS FINCA GERARDO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CALLE LA PLAYA, 28-30",5,7,-17.343305,28.098085,esgxv74gpw,269773.33,3110285.99,,
289.0,APARTAMENTOS EL MAGO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CALLE BORBALAN, 2",13,19,-17.334537,28.088218,esgxv933sp,270614.05,3109175.87,,
291.0,APARTAMENTOS BAJA DEL SECRETO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"AVENIDA MARÍTIMA, 11",28,118,-17.337014,28.08592,esgxv2zs66,270365.7,3108925.86,,
292.0,APARTAMENTOS PUNTA MARINA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,AVENIDA MARITIMA. LA PUNTILLA,19,38,-17.338845,28.086788,esgxv3n1rs,270187.58,3109025.52,,
293.0,APARTAMENTOS PARAISO DEL CONDE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"AVENIDA MARITIMA, 20",12,24,-17.338705,28.086366,esgxv2yqfy,270200.44,3108978.48,,
294.0,APARTAMENTOS JARDIN DEL CONDE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"AVENIDA MARITIMA, S/N",73,146,-17.336366,28.085708,esgxv8b517,270428.94,3108901.14,,
295.0,APARTAMENTOS LAS MOZAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CARRETERA PLAYA DEL INGLES, S/N",23,67,-17.343454,28.095706,esgxv6dvk5,269753.61,3110022.61,,
296.0,CHIJERE FARO DEL INGLÉS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38049.0,Valle Gran Rey,"CARRETERA PLAYA DEL INGLÉS,15",10,20,-17.345439,28.096757,esgxv6c7mz,269560.77,3110142.85,,
297.0,HOTEL SONIA,ALOJAMIENTOS,H1,5510_L1,Hotel,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38050.0,Vallehermoso,PLAZA CHIPUDE,7,10,-17.281916,28.109572,esgxytpwnh,275830.43,3111444.29,,
298.0,HOTEL ARGAYALL,ALOJAMIENTOS,H1,5510_L1,Hotel,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38050.0,Vallehermoso,"PLAYA DE ARGAGA, S/N.",9,18,-17.28192,28.109569,esgxytpwn5,275830.03,3111443.97,,
299.0,PENSIÓN CASA  AMAYA,ALOJAMIENTOS,H1,5510_L1,Hotel,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38050.0,Vallehermoso,"PLAZA DE LA CONSTITUCIÓN, 2",5,8,-17.266498,28.179178,et58r1fgt7,277489.52,3119130.09,,
300.0,APARTAMENTOS MESA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38050.0,Vallehermoso,CALLE ALOJERA S/N,4,9,-17.334625,28.16445,et58jx1mcf,270767.78,3117624.72,,
302.0,HOTEL RURAL TRIANA,ALOJAMIENTOS,H0,5510_L4,Hotel Rural,0,Categoría única,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38050.0,Vallehermoso,"CALLE TRIANA, Nş 30",11,19,-17.26582,28.17772,et58r1e7j5,277553.08,3118967.26,,
1151.0,APARTAMENTOS CASANOVA I,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38003.0,Alajeró,AVENIDA MARÍTIMA DE PLAYA SANTIAGO,6,13,-17.195481,28.029289,esgz2wwdkq,284163.46,3102390.74,,
1153.0,APARTAMENTOS TAPAHUGA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,3,3 Estrellas,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38003.0,Alajeró,AVENIDA MARITIMA.- PYA. SANTIAGO,30,60,-17.198189,28.028081,esgz2wkemh,283894.75,3102261.66,,
1154.0,APARTAMENTOS SANTA  ANA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38003.0,Alajeró,LAS TRINCHERAS S/N,13,33,-17.199863,28.027224,esgz2w5qqj,283728.42,3102169.66,,
1155.0,APARTAMENTOS EL BALCON DE SANTA ANA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38003.0,Alajeró,"LAS TRINCHERAS, PLAYA SANTIAGO",102,334,-17.200655,28.025699,esgz2tfve8,283647.48,3102002.06,,
1156.0,APARTAMENTOS LA BANDA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38003.0,Alajeró,"CALLE LA BANDA, PLAYA DE SANTIAGO",4,8,-17.198255,28.031449,esgz2wux58,283894.99,3102635.03,,
1157.0,APARTAMENTOS MARTELL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38003.0,Alajeró,"CALLE SANTIAGO APOSTOL, S/N",5,12,-17.198437,28.030901,esgz2wu7z6,283876.0,3102574.62,,
51.0,APARTAMENTOS LOS TELARES,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38021.0,Hermigua,"CALLE EL CONVENTO, S/N",,,-17.198,28.151638,et5b0sug1t,284160.79,3115954.2,22.0,45.0
52.0,APARTAMENTOS PLAYA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38021.0,Hermigua,"PLAYA SANTA CATALINA, 22",,,-17.182975,28.177761,et5b2cxere,285688.71,3118822.58,4.0,8.0
53.0,FINCA PIÑERO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,38021.0,Hermigua,C/ PATRONATO CTRA. GENERAL KM.20,,,-17.19821,28.154252,et5b0tkdks,284145.41,3116244.26,9.0,22.0
