establecimiento_id;establecimiento_nombre_comercial;establecimiento_grupo;direccion;direccion_isla_nombre;direccion_provincia_nombre;direccion_municipio;direccion_localidad;direccion_codigo_postal;longitud;latitud
B-35-3-0000046;Sevillana, La;Bar-Cafeteria;Cadiz, 21;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.546336;28.97056
B-35-3-0000048;Palanca, La;Bar-Cafeteria;Leon Y Castillo, 190;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.548873;28.959828
B-35-3-0000049;Nuevo Sol;Bar-Cafeteria;Leon Y Castillo, 124;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.548229;28.965341
B-35-3-0000050;Bodega, La;Bar-Cafeteria;C.C. Playa Blanca Lc. 17,;Lanzarote;Palmas (Las);Tias;_U;_U;-13.666214;28.921053
B-35-3-0000051;Pescaditos, Los;Bar-Cafeteria;Arrieta,;Lanzarote;Palmas (Las);Haria;_U;_U;-13.46355;29.13348
B-35-3-0000052;Enrique;Bar-Cafeteria;San Juan, 4;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.547149;28.959936
B-35-3-0000054;Ultimo, El;Bar-Cafeteria;Molino, 6;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.549514;28.962909
B-35-3-0000055;Melquiade;Bar-Cafeteria;Tiagua,;Lanzarote;Palmas (Las);Teguise;_U;_U;0.0;0.0
B-35-3-0000056;Los Arrieros;Bar-Cafeteria;C/ Leon Y Castillo, 143- Lc. Dcha,;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.546923;28.970051
B-35-3-0000057;Caracola, La;Bar-Cafeteria;Leon Y Castillo, 136;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.548094;28.965802
B-35-3-0000058;Concha, La;Bar-Cafeteria;Leon Y Castillo, 134;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.54648;28.97153
B-35-3-0000059;Pepe;Bar-Cafeteria;La Plaza,;Lanzarote;Palmas (Las);Tinajo;_U;_U;-13.6498;29.04863
B-35-3-0000061;Arriba;Bar-Cafeteria;Teseguite,;Lanzarote;Palmas (Las);Teguise;_U;_U;-13.53369;29.055807
B-35-3-0000063;Teseguise;Bar-Cafeteria;Teseguite,;Lanzarote;Palmas (Las);Teguise;_U;_U;-13.53369;29.055807
B-35-3-0000066;Toledo;Bar-Cafeteria;Leon Y Castillo, 131;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.547912;28.966876
B-35-3-0000068;Pico Colorao;Bar-Cafeteria;Barrio De Soo,;Lanzarote;Palmas (Las);Teguise;_U;_U;0.0;0.0
B-35-3-0000070;Plaza, La;Bar-Cafeteria;Primo De Rivera, 3;Lanzarote;Palmas (Las);Haria;_U;_U;0.0;0.0
B-35-3-0000073;Cazadores, Los;Bar-Cafeteria;San Simon, S/N;Lanzarote;Palmas (Las);San Bartolome;_U;_U;0.0;0.0
B-35-3-0000074;Bilbao;Bar-Cafeteria;Leon Y Castillo, 170;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.548818;28.959698
B-35-3-0000076;Betancort;Bar-Cafeteria;Blasco Ibañez, 23;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.548338;28.971992
B-35-3-0000078;Cairo, El;Bar-Cafeteria;Leon Y Castillo, 166;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.546748;28.969987
B-35-3-0000079;Volcan, El;Bar-Cafeteria;Los Dolores,;Lanzarote;Palmas (Las);Tinajo;_U;_U;0.0;0.0
B-35-3-0000080;Puerto Del Carmen;Bar-Cafeteria;Juan Carlos I, 6;Lanzarote;Palmas (Las);Tias;_U;_U;-13.669844;28.921593
B-35-3-0000081;Leon;Bar-Cafeteria;Rubicon, 58;Lanzarote;Palmas (Las);San Bartolome;_U;_U;-13.610119;29.003025
B-35-3-0000082;Discoteca Las Arenas;Bar-Cafeteria;Tegala, 11;Lanzarote;Palmas (Las);Teguise;_U;35530;-13.503248;29.230913
B-35-3-0000083;Cabrera;Bar-Cafeteria;Plaza San Roque,;Lanzarote;Palmas (Las);Tinajo;_U;_U;-13.67662;29.06681
B-35-3-0000084;Casino De Maguez;Bar-Cafeteria;Maguez,;Lanzarote;Palmas (Las);Haria;_U;_U;0.0;0.0
B-35-3-0000085;Oriente;Bar-Cafeteria;Oriente, S/N;Lanzarote;Palmas (Las);San Bartolome;_U;_U;0.0;0.0
B-35-3-0000087;Tenerife;Bar-Cafeteria;Leon Y Castillo, 176;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.54658;28.970424
B-35-3-0000088;Sociedad Renacimiento;Bar-Cafeteria;Mala,;Lanzarote;Palmas (Las);Haria;_U;_U;-13.46908;29.09688
B-35-3-0000089;Rodriguez;Bar-Cafeteria;San Bartolome,;Lanzarote;Palmas (Las);San Bartolome;_U;_U;-13.61373;29.0012
B-35-3-0000091;Cuña, La;Bar-Cafeteria;Acecho, 20;Lanzarote;Palmas (Las);San Bartolome;_U;_U;0.0;0.0
B-35-3-0000092;Roque;Bar-Cafeteria;Las Lagunetas,;Lanzarote;Palmas (Las);Tinajo;_U;_U;-13.679529;29.064758
B-35-3-0000093;El Pueblo;Bar-Cafeteria;Chumanfaya, Nº5;Lanzarote;Palmas (Las);Tinajo;_U;35560;0.0;0.0
B-35-3-0000095;Pepe Perez;Bar-Cafeteria;13 De Septiembre, 3;Lanzarote;Palmas (Las);Haria;_U;_U;0.0;0.0
B-35-3-0000097;Molino, El;Bar-Cafeteria;Muelle Pesquero - Puerto De Naos,;Lanzarote;Palmas (Las);Arrecife;_U;_U;0.0;0.0
B-35-3-0000098;Calderetas, Las;Bar-Cafeteria;Calderetas, 62;Lanzarote;Palmas (Las);San Bartolome;_U;35550;-13.614197;29.002951
B-35-3-0000099;Jamaica;Bar-Cafeteria;Leon Y Castillo, 131;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.547912;28.966876
B-35-3-0000100;Estrella;Bar-Cafeteria;Leon Y Castillo,;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.546873;28.971475
B-35-3-0000101;Quemao, El;Bar-Cafeteria;El Quemao, 5;Lanzarote;Palmas (Las);Tinajo;_U;35560;-13.665496;29.108931
B-35-3-0000103;Delfin;Bar-Cafeteria;Caserio De Tahiche,;Lanzarote;Palmas (Las);Teguise;_U;_U;0.0;0.0
B-35-3-0000104;Vistas, Las;Bar-Cafeteria;Playa Blanca,;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000105;Punta Mujeres;Bar-Cafeteria;Punta Mujeres,;Lanzarote;Palmas (Las);Haria;_U;_U;-13.446566;29.148679
B-35-3-0000106;Fariones, Los;Bar-Cafeteria;Ye,;Lanzarote;Palmas (Las);Haria;_U;_U;0.0;0.0
B-35-3-0000108;Avero;Bar-Cafeteria;Crucero Baleares, 66;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.546484;28.975901
B-35-3-0000109;Carmela;Bar-Cafeteria;Cadiz, 29;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.546264;28.970846
B-35-3-0000110;Castillo;Bar-Cafeteria;Teguise,;Lanzarote;Palmas (Las);Teguise;_U;_U;-13.560972;29.060042
B-35-3-0000112;Plazuela, La;Bar-Cafeteria;Pza. Alcantara,;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.552223;28.960211
B-35-3-0000113;Casa Juan Pablo;Bar-Cafeteria;Villanueva, 19;Lanzarote;Palmas (Las);Haria;_U;_U;-13.469915;29.095328
B-35-3-0000114;Guitarra, La;Bar-Cafeteria;_U;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000115;Hernandez;Bar-Cafeteria;Asomada, La,;Lanzarote;Palmas (Las);Tias;_U;_U;-13.691465;28.962164
B-35-3-0000116;Tamaran;Bar-Cafeteria;San Simon, 11;Lanzarote;Palmas (Las);San Bartolome;_U;_U;-13.614415;29.001499
B-35-3-0000117;Simpatia La;Bar-Cafeteria;Alferez Cabrera Tavio, 10;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.549842;28.958889
B-35-3-0000118;Faroles, Los;Bar-Cafeteria;Coronel Valls De La Torre, 15;Lanzarote;Palmas (Las);Arrecife;_U;_U;0.0;0.0
B-35-3-0000120;Laura;Bar-Cafeteria;Puerto Del Carmen,;Lanzarote;Palmas (Las);Tias;_U;_U;-13.663541;28.928573
B-35-3-0000121;Rubicon, El;Bar-Cafeteria;Pza. San Marcial,;Lanzarote;Palmas (Las);Yaiza;_U;35580;-13.780014;28.9132
B-35-3-0000122;Arrecife Playa;Bar-Cafeteria;Avda. Mancomunidad,;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.55505;28.95796
B-35-3-0000123;Bolera;Bar-Cafeteria;Urb. Playa Blanca,;Lanzarote;Palmas (Las);Tias;_U;_U;-13.63419;28.929698
B-35-3-0000125;Timon El;Bar-Cafeteria;Leon Y Castillo, 145;Lanzarote;Palmas (Las);Arrecife;_U;35000;-13.546903;28.970414
B-35-3-0000127;El Chiringuito De Famara;Bar-Cafeteria;C/ Avda. El Marinero, 16,;Lanzarote;Palmas (Las);Teguise;_U;35530;-13.564383;29.117509
B-35-3-0000128;Palacio;Bar-Cafeteria;La Vegueta,;Lanzarote;Palmas (Las);Tinajo;_U;_U;-13.664788;29.05329
B-35-3-0000129;Reboso, El;Bar-Cafeteria;Orzola,;Lanzarote;Palmas (Las);Haria;_U;_U;0.0;0.0
B-35-3-0000130;Mirador Del Rio;Bar-Cafeteria;Mirador Del Rio,;Lanzarote;Palmas (Las);Haria;_U;35520;-13.481197;29.214461
B-35-3-0000131;Cordobes, El;Bar-Cafeteria;Leon Y Castillo, 174;Lanzarote;Palmas (Las);Arrecife;_U;35500;-13.546609;28.97034
B-35-3-0000133;Lisboa;Bar-Cafeteria;Leon Y Castillo, 148;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.547844;28.966581
B-35-3-0000134;Hibiscos, Los;Bar-Cafeteria;Urb. Jable,;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000135;Girasol Playa;Bar-Cafeteria;Graciosa, La,;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.547355;28.962664
B-35-3-0000137;Plaza;Bar-Cafeteria;Santa Barbara, 14;Lanzarote;Palmas (Las);Haria;_U;_U;-13.496288;29.158928
B-35-3-0000138;Playa La Barrilla;Bar-Cafeteria;_U;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000139;Playa De Las Nieves;Bar-Cafeteria;Punta Mujeres,;Lanzarote;Palmas (Las);Haria;_U;_U;-13.446566;29.148679
B-35-3-0000140;Asador Cordovez;Bar-Cafeteria;Crtra. De Macher, 12;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000141;Bristol Pub;Bar-Cafeteria;C.C. Costa Luz,;Lanzarote;Palmas (Las);Tias;_U;_U;-13.641126;28.922409
B-35-3-0000142;Molino Blanco;Bar-Cafeteria;Ntra. Sra. De Los Volcanes, 6;Lanzarote;Palmas (Las);Arrecife;_U;_U;0.0;0.0
B-35-3-0000143;Cueva Blanca;Bar-Cafeteria;Urb. Playa Blanca,;Lanzarote;Palmas (Las);Tias;_U;_U;-13.63419;28.929698
B-35-3-0000144;Tejado, El;Bar-Cafeteria;La Porra, 52;Lanzarote;Palmas (Las);Arrecife;_U;35500;-13.553636;28.958596
B-35-3-0000147;Paso, El;Bar-Cafeteria;Leon Y Castillo, 182;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.546509;28.970694
B-35-3-0000148;Puerto Rico;Bar-Cafeteria;Triana, 62;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.557729;28.962088
B-35-3-0000149;Tropicana Dancing;Bar-Cafeteria;C.C. Costa Luz,;Lanzarote;Palmas (Las);Tias;_U;_U;-13.641126;28.922409
B-35-3-0000150;Casablanca;Bar-Cafeteria;Reina Sofia, 7;Lanzarote;Palmas (Las);Tias;_U;_U;-13.670337;28.922006
B-35-3-0000151;Tamia;Bar-Cafeteria;Rafael Gonzalez, 10;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.552054;28.958112
B-35-3-0000152;Mary Carmen;Bar-Cafeteria;Bajamar,;Lanzarote;Palmas (Las);Tias;_U;_U;-13.670048;28.919992
B-35-3-0000153;Entrada, La;Bar-Cafeteria;Leon Y Castillo, 129;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.547945;28.966794
B-35-3-0000154;Masdache;Bar-Cafeteria;Masdache,;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000155;Mary Carmen;Bar-Cafeteria;Urb. Playa Blanca,;Lanzarote;Palmas (Las);Tias;_U;_U;-13.63419;28.929698
B-35-3-0000156;Sotano;Bar-Cafeteria;Rafael Gonzalez, 18;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.553443;28.95798
B-35-3-0000157;Brito;Bar-Cafeteria;Rubicon, 54;Lanzarote;Palmas (Las);San Bartolome;_U;_U;-13.609962;29.003336
B-35-3-0000158;Tiagua;Bar-Cafeteria;Tiagua,;Lanzarote;Palmas (Las);Teguise;_U;_U;0.0;0.0
B-35-3-0000159;San Francisco;Bar-Cafeteria;Leon Y Castillo, 12;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.548308;28.959382
B-35-3-0000161;Lanzarote De Noche;Bar-Cafeteria;Leon Y Castillo, 138;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.548063;28.965877
B-35-3-0000162;Bandido, El;Bar-Cafeteria;C.C. Los Arcos. Avda. Maritima, 35;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000163;Bahia;Bar-Cafeteria;Puerto De Naos,;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.541166;28.964954
B-35-3-0000164;Graciosa, La;Bar-Cafeteria;Caleta Del Sebo.,;Lanzarote;Palmas (Las);Teguise;_U;_U;-13.502926;29.231729
B-35-3-0000165;Tagoror;Bar-Cafeteria;Luis Morote, 6;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.550353;28.958349
B-35-3-0000166;Destiladera, La;Bar-Cafeteria;Pedro Barba, 16;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.554821;28.958949
B-35-3-0000167;Neuschwanstein;Bar-Cafeteria;C.C. Olivina,;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000169;Campesino, El;Bar-Cafeteria;Doramas S/N,;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000170;Guanapay;Bar-Cafeteria;Hnos. Zerolo, 38, Esq. Fajardo,;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.551428;28.961706
B-35-3-0000171;Guatatiboa;Bar-Cafeteria;Hierro, 8;Lanzarote;Palmas (Las);Tias;_U;_U;-13.670421;28.920762
B-35-3-0000172;Bodegon Paco;Bar-Cafeteria;Tinamala, 51;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.554759;28.970441
B-35-3-0000174;Rainer;Bar-Cafeteria;Juan Carlos I, 2;Lanzarote;Palmas (Las);Tias;_U;_U;-13.670124;28.921455
B-35-3-0000176;Parral, El;Bar-Cafeteria;Hnos. Zerolo, 20;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.549642;28.961254
B-35-3-0000177;Raul;Bar-Cafeteria;Perez Galdos, 11;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.548621;28.962956
B-35-3-0000178;Bolera;Bar-Cafeteria;Juan Carlos I, 44;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000180;Padron;Bar-Cafeteria;Blas Cabrera Topham, 85;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.556851;28.964425
B-35-3-0000181;Balcon, El;Bar-Cafeteria;Cinfuegos, 22;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.550189;28.962025
B-35-3-0000182;Pirrasca, El;Bar-Cafeteria;Luis Morote, 11;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.550876;28.958048
B-35-3-0000184;Cocodom;Bar-Cafeteria;Guanapay, 41;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000185;After Sun;Bar-Cafeteria;Reina Sofia,;Lanzarote;Palmas (Las);Tias;_U;_U;-13.67294;28.92428
B-35-3-0000188;Pino, El;Bar-Cafeteria;Punta Mujeres,;Lanzarote;Palmas (Las);Haria;_U;_U;-13.446566;29.148679
B-35-3-0000189;Fromagerie, La;Bar-Cafeteria;"C.C. Maritimo ""La Peñita"",";Lanzarote;Palmas (Las);Tias;_U;_U;-13.647843;28.92056
B-35-3-0000190;Bagatela;Bar-Cafeteria;C.C. Maritimo,L.9,;Lanzarote;Palmas (Las);Tias;_U;_U;-13.647843;28.92056
B-35-3-0000191;Green Cocktail;Bar-Cafeteria;C.C. La Peñita,;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000192;Treff;Bar-Cafeteria;C.C. Maritimo,;Lanzarote;Palmas (Las);Tias;_U;_U;-13.665373;28.925225
B-35-3-0000194;Jose Luis;Bar-Cafeteria;Los Hibiscos,;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000195;Mencey;Bar-Cafeteria;Hierro, 8;Lanzarote;Palmas (Las);Tias;_U;_U;-13.670421;28.920762
B-35-3-0000196;Paso, El;Bar-Cafeteria;C.C. La Peñita,;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000197;Playa Mar;Bar-Cafeteria;Urb. Playamar,;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000199;San Remo;Bar-Cafeteria;Garcia Escamez, 70;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.555827;28.964962
B-35-3-0000202;Bar Cafeteria Leito De Popa;Bar-Cafeteria;C/ Avda. Cesar Manrique, 1-;Lanzarote;Palmas (Las);Arrecife;_U;35500;-13.544603;28.961575
B-35-3-0000203;Yaiza;Bar-Cafeteria;Reina Sofia, 2;Lanzarote;Palmas (Las);Tias;_U;_U;-13.670182;28.921668
B-35-3-0000204;Pocillos;Bar-Cafeteria;Playa De Los Pocillos,;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000205;La Gruta;Bar-Cafeteria;C/ Avda. Las Playas, 48,;Lanzarote;Palmas (Las);Tias;_U;_U;-13.646614;28.920067
B-35-3-0000206;Lagartija;Bar-Cafeteria;Tiburcio 9, El,;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.554491;28.958734
B-35-3-0000207;Gaviotas, Las;Bar-Cafeteria;P. De Las Playas, 23;Lanzarote;Palmas (Las);San Bartolome;_U;_U;0.0;0.0
B-35-3-0000208;Tambo Tasca Bar;Bar-Cafeteria;Luis Morote, 24;Lanzarote;Palmas (Las);Arrecife;_U;35500;-13.551313;28.958151
B-35-3-0000209;Beach;Bar-Cafeteria;C.C. Playa Del Sur. Avda. Maritima,;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000210;Mencey;Bar-Cafeteria;Dieciocho De Julio, 20;Lanzarote;Palmas (Las);Arrecife;_U;_U;0.0;0.0
B-35-3-0000213;Aloha;Bar-Cafeteria;C.C. Olivin,;Lanzarote;Palmas (Las);Tias;_U;_U;-13.665373;28.925225
B-35-3-0000215;El Callao Burguer;Bar-Cafeteria;"C/ Tajaste, 8;";Lanzarote;Palmas (Las);Tinajo;_U;_U;-13.683369;29.050193
B-35-3-0000216;Cafe Bar Emiliano ;Bar-Cafeteria;"C/ Democracia, 30 (Antes C/ 18 De Julio) ;";Lanzarote;Palmas (Las);Arrecife;_U;_U;0.0;0.0
B-35-3-0000218;Gallera;Bar-Cafeteria;Crucero Baleares, 5;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.547104;28.973271
B-35-3-0000219;Mini Golf;Bar-Cafeteria;Irlanda, 21;Lanzarote;Palmas (Las);Tias;_U;_U;-13.641866;28.921682
B-35-3-0000220;Trebol;Bar-Cafeteria;C.C. La Peñita, 15;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000223;Salinas, Las;Bar-Cafeteria;Tofio S/N,;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.557702;28.961233
B-35-3-0000224;Kings;Bar-Cafeteria;C.C. Costa Luz, 48;Lanzarote;Palmas (Las);Tias;_U;_U;-13.650135;28.921406
B-35-3-0000225;Taco;Bar-Cafeteria;Portugal, 30;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.55276;28.962114
B-35-3-0000226;Galeon, El;Bar-Cafeteria;C.C. Las Playas Sotano Nº6,;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000227;Gi-Gi;Bar-Cafeteria;Rafael Gonzalez, 18;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.553443;28.95798
B-35-3-0000229;La Union.Com;Bar-Cafeteria;Hernandez Pacheco, 12;Lanzarote;Palmas (Las);Arrecife;_U;35500;-13.549008;28.958747
B-35-3-0000230;Rio De Oro;Bar-Cafeteria;Bajamar, 15;Lanzarote;Palmas (Las);Tias;_U;_U;-13.670278;28.920927
B-35-3-0000232;Jameos Del Agua, Los;Bar-Cafeteria;Jameos Del Agua,;Lanzarote;Palmas (Las);Haria;_U;35520;-13.432146;29.157509
B-35-3-0000234;España;Bar-Cafeteria;C.C. La Peñita, L, 14,;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000235;Martin;Bar-Cafeteria;San Simon, S/N;Lanzarote;Palmas (Las);San Bartolome;_U;_U;0.0;0.0
B-35-3-0000236;San Luis;Bar-Cafeteria;Avda. De Las Playas, 7;Lanzarote;Palmas (Las);Tias;_U;_U;-13.665103;28.921157
B-35-3-0000238;Montaña Blanca;Bar-Cafeteria;Montaña Blanca Km 2, 7;Lanzarote;Palmas (Las);San Bartolome;_U;_U;0.0;0.0
B-35-3-0000240;Groucho;Bar-Cafeteria;C.C. Costa Luz, 23;Lanzarote;Palmas (Las);Tias;_U;_U;-13.650135;28.921406
B-35-3-0000241;Donosti;Bar-Cafeteria;Urb. Castillo De Papagayo. Charco P,;Lanzarote;Palmas (Las);Haria;_U;_U;0.0;0.0
B-35-3-0000242;Bar Casa Suso;Bar-Cafeteria;C/ Argentina, 46,;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.55557;28.961572
B-35-3-0000245;Cuchillo, El;Bar-Cafeteria;Cuchillo S/N,;Lanzarote;Palmas (Las);Tinajo;_U;_U;0.0;0.0
B-35-3-0000246;Eduardo Vii;Bar-Cafeteria;C.C. Atlantico Lc. 42,;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000249;Casablanca;Bar-Cafeteria;Jose Betancort, 15;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.551294;28.958201
B-35-3-0000250;Palmeras, Las;Bar-Cafeteria;Crtra. Tahiche, 421;Lanzarote;Palmas (Las);Teguise;_U;_U;-13.551183;29.021713
B-35-3-0000251;Barranco, El;Bar-Cafeteria;Montaña Blanca,;Lanzarote;Palmas (Las);San Bartolome;_U;_U;0.0;0.0
B-35-3-0000252;Café Bar La Avenida;Bar-Cafeteria;Avda. Las Palmeras S/N,;Lanzarote;Palmas (Las);San Bartolome;_U;_U;0.0;0.0
B-35-3-0000254;Galicia;Bar-Cafeteria;Garcia Escamez, 29;Lanzarote;Palmas (Las);Arrecife;_U;_U;-13.55395;28.963358
B-35-3-0000255;Pasito,;Bar-Cafeteria;Roque Nublo, 16;Lanzarote;Palmas (Las);Tias;_U;_U;-13.671417;28.921471
B-35-3-0000256;Saranda, La;Bar-Cafeteria;Urb. La Peñita, Avda. De Las Playas,;Lanzarote;Palmas (Las);Tias;_U;_U;0.0;0.0
B-35-3-0000257;Club De Mar;Bar-Cafeteria;Graciosa S/N,;Lanzarote;Palmas (Las);Tias;_U;_U;-13.667714;28.921885
